request_type,request_query,date,maxtempC,mintempC,avgtempC,uvIndex,windspeedKmph,winddirDegree,weatherDes_value,precipMM,humidity,visibility,pressure,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,Weather
,,5/2/2014,36,28,33,7,9,116,Moderate or heavy rain shower,16.3,66,9,1010,22,36,24,31,13,36,yes
,,5/3/2014,35,28,32,7,10,119,Torrential rain shower,21.7,70,8,1010,28,36,24,30,14,36,yes
,,5/4/2014,38,27,33,7,7,97,Patchy rain possible,9.6,68,9,1009,25,37,24,31,9,37,maybe
,,5/5/2014,37,28,33,7,11,116,Patchy rain possible,3.3,66,10,1008,19,37,24,31,15,37,maybe
,,5/6/2014,38,28,34,7,11,112,Patchy rain possible,3.3,63,10,1009,19,37,23,32,15,37,maybe
,,5/7/2014,38,28,33,7,7,110,Moderate or heavy rain shower,14.1,65,9,1009,31,38,24,32,11,38,yes
,,5/8/2014,37,28,33,7,7,130,Torrential rain shower,21.2,70,8,1009,31,38,25,31,10,38,yes
,,5/9/2014,36,28,33,7,7,159,Moderate or heavy rain shower,6.9,68,9,1009,34,37,24,31,9,37,yes
,,5/10/2014,36,28,33,7,8,174,Moderate or heavy rain shower,9.5,68,9,1008,40,37,24,31,11,37,yes
,,5/11/2014,36,28,34,7,8,211,Thundery outbreaks possible,1,65,10,1008,43,38,24,32,11,38,maybe
,,5/12/2014,36,28,32,7,9,188,Patchy light rain with thunder,15.7,68,9,1009,39,37,24,31,14,37,yes
,,5/13/2014,36,27,33,7,9,200,Moderate or heavy rain shower,6.9,69,9,1008,25,37,24,31,12,37,yes
,,5/14/2014,36,28,33,7,8,213,Patchy rain possible,9.6,69,9,1007,22,37,24,31,11,37,maybe
,,5/15/2014,36,28,33,7,10,216,Moderate or heavy rain shower,14.2,71,8,1006,20,38,25,31,14,38,yes
,,5/16/2014,36,28,32,7,9,202,Torrential rain shower,16.8,72,8,1006,25,37,25,31,14,37,yes
,,5/17/2014,35,28,32,7,7,198,Torrential rain shower,22.5,74,8,1008,22,37,25,31,11,37,yes
,,5/18/2014,35,28,32,7,6,163,Patchy rain possible,7.4,72,10,1008,25,37,25,31,8,37,maybe
,,5/19/2014,37,28,33,7,7,167,Patchy light rain with thunder,9.3,69,9,1009,19,38,25,32,9,38,yes
,,5/20/2014,35,28,32,7,7,173,Moderate or heavy rain shower,12.2,72,9,1008,28,37,25,31,10,37,yes
,,5/21/2014,37,28,33,8,7,196,Partly cloudy,0.7,67,10,1007,20,37,24,32,9,37,no
,,5/22/2014,36,28,33,7,7,200,Patchy light rain with thunder,6.4,68,9,1006,22,38,24,32,10,38,yes
,,5/23/2014,36,28,32,7,7,227,Patchy light rain with thunder,17.8,71,9,1008,33,37,25,31,10,37,yes
,,5/24/2014,37,28,33,7,7,187,Moderate or heavy rain shower,15.1,71,9,1009,24,37,25,31,10,37,yes
,,5/25/2014,35,27,32,7,9,128,Patchy light rain with thunder,6.3,72,10,1009,21,36,25,31,12,36,yes
,,5/26/2014,35,27,32,7,10,131,Light rain shower,4.7,73,10,1009,25,36,25,31,13,36,yes
,,5/27/2014,36,27,33,7,7,160,Patchy rain possible,6.3,70,10,1008,21,37,25,31,9,37,maybe
,,5/28/2014,36,27,33,7,5,235,Moderate or heavy rain shower,16.2,71,8,1008,35,38,25,31,8,38,yes
,,5/29/2014,36,28,33,7,7,218,Patchy light rain with thunder,10.2,72,9,1007,24,38,25,31,10,38,yes
,,5/30/2014,36,28,32,7,8,178,Moderate or heavy rain shower,13.6,75,9,1006,20,37,25,31,12,37,yes
,,5/31/2014,34,27,32,7,7,175,Moderate or heavy rain shower,3.7,75,9,1007,28,37,25,30,10,37,yes
,,6/1/2014,35,27,32,7,6,169,Torrential rain shower,17.5,75,9,1007,28,37,25,31,9,37,yes
,,6/2/2014,35,28,31,7,5,239,Patchy light rain with thunder,12.9,81,9,1007,48,36,26,30,6,36,yes
,,6/3/2014,35,27,32,7,6,194,Patchy light rain with thunder,3.1,77,10,1005,23,36,25,30,8,36,yes
,,6/4/2014,35,27,31,7,7,227,Moderate or heavy rain shower,15.1,77,9,1005,28,36,25,30,10,36,yes
,,6/5/2014,34,27,31,7,10,223,Light rain shower,3.1,77,10,1005,42,35,25,30,13,35,yes
,,6/6/2014,34,27,31,7,10,227,Torrential rain shower,14.8,79,9,1005,32,35,25,29,15,35,yes
,,6/7/2014,36,26,32,7,8,252,Patchy rain possible,5,75,10,1005,19,36,25,30,12,36,maybe
,,6/8/2014,36,27,32,7,8,235,Patchy rain possible,2.3,74,10,1004,22,37,25,31,12,37,maybe
,,6/9/2014,35,27,32,7,11,243,Patchy light rain with thunder,11.8,78,9,1004,22,37,26,30,16,37,yes
,,6/10/2014,35,27,31,7,9,273,Moderate or heavy rain shower,8.1,78,9,1004,46,35,25,29,13,35,yes
,,6/11/2014,33,26,30,6,10,255,Moderate or heavy rain shower,9.7,83,9,1004,64,35,25,29,14,35,yes
,,6/12/2014,32,26,29,6,11,244,Light rain shower,5,84,10,1004,72,33,25,28,16,33,yes
,,6/13/2014,32,26,29,6,10,231,Torrential rain shower,16.5,84,6,1005,64,33,25,28,15,33,yes
,,6/14/2014,31,26,29,6,6,262,Light rain shower,5.9,83,9,1007,43,33,25,28,9,33,yes
,,6/15/2014,34,26,30,7,7,217,Moderate or heavy rain shower,9.8,79,9,1007,51,34,24,29,10,34,yes
,,6/16/2014,33,26,29,6,7,234,Moderate or heavy rain shower,4.5,82,10,1007,60,33,25,28,11,33,yes
,,6/17/2014,32,25,29,6,7,199,Patchy rain possible,0.8,82,9,1007,48,32,24,28,10,32,maybe
,,6/18/2014,32,26,29,6,7,217,Torrential rain shower,26,85,7,1008,58,33,25,28,11,33,yes
,,6/19/2014,33,26,30,6,9,232,Moderate or heavy rain shower,9.9,81,7,1007,47,34,25,29,13,34,yes
,,6/20/2014,32,25,30,6,11,229,Moderate or heavy rain shower,12.8,82,8,1007,41,34,25,28,16,34,yes
,,6/21/2014,30,26,28,6,11,241,Light rain shower,9,86,9,1009,72,32,25,27,17,32,yes
,,6/22/2014,32,25,29,6,9,249,Torrential rain shower,18.5,84,8,1009,65,32,24,28,14,32,yes
,,6/23/2014,32,25,29,6,11,260,Light rain shower,8.5,80,9,1007,57,32,24,28,17,32,yes
,,6/24/2014,33,25,30,6,12,245,Moderate or heavy rain shower,21.4,81,9,1007,51,33,24,28,19,33,yes
,,6/25/2014,32,25,28,6,8,232,Moderate or heavy rain shower,8.3,85,9,1008,66,32,24,27,12,32,yes
,,6/26/2014,33,25,30,7,8,319,Patchy rain possible,0.8,76,10,1009,42,33,24,29,11,33,maybe
,,6/27/2014,34,26,31,7,8,276,Patchy rain possible,4.2,73,10,1009,15,34,24,29,12,34,maybe
,,6/28/2014,32,26,30,6,12,246,Moderate or heavy rain shower,9.6,79,9,1007,26,33,24,28,18,33,yes
,,6/29/2014,30,25,29,6,9,255,Moderate or heavy rain shower,8.1,84,9,1007,38,32,24,28,13,32,yes
,,6/30/2014,33,25,30,6,11,233,Moderate or heavy rain shower,15,83,9,1007,37,33,25,28,17,33,yes
,,7/1/2014,33,25,30,7,11,239,Patchy rain possible,1.3,77,10,1009,27,33,24,29,15,33,maybe
,,7/2/2014,34,25,31,7,9,252,Light rain shower,2.6,76,10,1008,28,34,24,29,14,34,yes
,,7/3/2014,34,26,31,7,10,260,Moderate or heavy rain shower,13.3,80,9,1005,30,34,25,29,16,34,yes
,,7/4/2014,34,26,31,7,10,245,Moderate or heavy rain shower,10.6,80,9,1005,38,34,25,29,15,34,yes
,,7/5/2014,33,26,30,6,10,251,Moderate or heavy rain shower,14.5,84,9,1006,57,34,25,28,14,34,yes
,,7/6/2014,33,25,30,6,9,253,Light rain shower,3.1,82,10,1007,44,34,25,28,13,34,yes
,,7/7/2014,32,25,30,6,13,251,Torrential rain shower,18.6,81,9,1006,41,33,25,28,21,33,yes
,,7/8/2014,31,25,29,6,12,237,Moderate or heavy rain shower,21.8,84,9,1005,40,33,25,28,19,33,yes
,,7/9/2014,32,25,29,6,12,247,Light rain shower,3.3,82,10,1006,64,32,24,28,18,32,yes
,,7/10/2014,32,25,29,6,13,276,Light rain shower,0.7,78,10,1007,57,31,23,27,20,31,yes
,,7/11/2014,33,25,30,8,13,282,Partly cloudy,0,70,10,1007,49,32,22,29,19,32,no
,,7/12/2014,34,26,30,7,8,258,Moderate or heavy rain shower,11.8,79,9,1007,46,33,24,29,13,33,yes
,,7/13/2014,32,25,29,6,8,230,Torrential rain shower,21.1,86,8,1006,53,33,25,28,13,33,yes
,,7/14/2014,29,24,27,6,10,224,Light rain shower,9.3,90,8,1008,70,30,24,26,15,30,yes
,,7/15/2014,32,25,29,7,6,196,Partly cloudy,3.5,82,9,1009,54,33,24,28,9,33,no
,,7/16/2014,33,25,30,6,10,255,Light rain shower,8.5,80,10,1008,45,33,24,28,15,33,yes
,,7/17/2014,34,25,30,6,11,241,Patchy rain possible,2.7,80,9,1006,32,32,24,28,16,32,maybe
,,7/18/2014,31,25,29,6,14,237,Light rain shower,3.2,81,10,1006,39,31,24,27,21,31,yes
,,7/19/2014,32,25,30,6,12,235,Patchy rain possible,1.6,77,10,1008,29,32,23,28,18,32,maybe
,,7/20/2014,34,25,30,7,8,265,Patchy rain possible,3.3,74,10,1009,25,32,23,29,12,32,maybe
,,7/21/2014,32,25,29,6,9,257,Torrential rain shower,8.4,82,9,1008,64,31,24,27,14,31,yes
,,7/22/2014,29,24,27,6,10,239,Light rain shower,8.4,89,8,1007,63,29,24,26,15,29,yes
,,7/23/2014,28,25,27,6,14,245,Moderate or heavy rain shower,7.6,86,7,1008,66,29,23,26,21,29,yes
,,7/24/2014,31,24,28,6,12,236,Moderate or heavy rain shower,6.3,81,9,1008,51,30,23,27,18,30,yes
,,7/25/2014,32,24,29,6,10,225,Torrential rain shower,19.3,79,8,1008,43,32,24,28,15,32,yes
,,7/26/2014,32,25,29,6,9,232,Moderate or heavy rain shower,13.6,83,9,1009,40,32,24,28,13,32,yes
,,7/27/2014,32,25,29,6,10,252,Moderate or heavy rain shower,12.5,83,9,1009,44,32,24,28,16,32,yes
,,7/28/2014,33,25,29,6,12,263,Moderate or heavy rain shower,11.4,80,9,1008,46,32,24,28,18,32,yes
,,7/29/2014,32,25,29,6,12,259,Moderate or heavy rain shower,11.6,80,9,1007,49,32,24,28,17,32,yes
,,7/30/2014,30,25,28,6,11,254,Moderate or heavy rain shower,17.8,87,9,1007,52,31,25,27,18,31,yes
,,7/31/2014,32,25,29,6,11,256,Moderate or heavy rain shower,13.8,82,9,1007,54,32,24,28,16,32,yes
,,8/1/2014,31,25,29,6,13,254,Moderate or heavy rain shower,13.1,83,9,1007,37,32,24,28,19,32,yes
,,8/2/2014,33,25,29,6,13,244,Moderate or heavy rain shower,5.3,79,9,1007,39,32,24,28,19,32,yes
,,8/3/2014,31,24,29,6,13,250,Light rain shower,3,77,10,1007,61,32,23,28,19,32,yes
,,8/4/2014,32,25,29,6,12,250,Moderate or heavy rain shower,15.4,79,9,1007,53,32,24,28,19,32,yes
,,8/5/2014,29,25,28,6,12,236,Moderate or heavy rain shower,5.4,86,8,1008,62,30,24,27,17,30,yes
,,8/6/2014,31,24,28,6,9,244,Moderate or heavy rain shower,17.7,86,8,1009,66,31,24,27,14,31,yes
,,8/7/2014,33,25,30,6,10,246,Moderate or heavy rain shower,7.7,78,8,1009,47,32,23,28,16,32,yes
,,8/8/2014,33,25,30,7,9,244,Light rain shower,3,77,10,1009,48,33,24,28,14,33,yes
,,8/9/2014,34,25,31,7,8,241,Moderate or heavy rain shower,9.6,75,9,1010,33,33,24,29,13,33,yes
,,8/10/2014,35,25,31,8,8,261,Partly cloudy,0,70,10,1010,17,33,23,29,11,33,no
,,8/11/2014,35,26,31,7,12,240,Light rain shower,1.5,71,10,1008,16,33,23,29,16,33,yes
,,8/12/2014,35,26,31,7,10,245,Patchy rain possible,0.2,71,10,1007,17,34,23,29,14,34,maybe
,,8/13/2014,35,26,32,7,10,236,Patchy rain possible,0.6,69,10,1008,20,34,23,30,15,34,maybe
,,8/14/2014,35,26,31,7,8,211,Patchy rain possible,2.8,73,10,1009,15,35,24,30,12,35,maybe
,,8/15/2014,35,26,31,7,7,211,Torrential rain shower,16.2,77,9,1010,24,34,24,29,10,34,yes
,,8/16/2014,35,26,31,7,7,226,Patchy rain possible,4.2,75,10,1009,27,34,24,29,9,34,maybe
,,8/17/2014,34,26,31,7,6,231,Patchy light rain with thunder,3.8,76,10,1008,21,35,25,30,9,35,yes
,,8/18/2014,35,26,31,7,7,223,Patchy rain possible,3,76,10,1010,36,34,24,29,9,34,maybe
,,8/19/2014,33,26,29,6,6,185,Patchy rain possible,1.1,83,8,1010,60,33,25,28,8,33,maybe
,,8/20/2014,34,26,30,7,6,211,Moderate or heavy rain shower,11.6,78,9,1009,38,34,25,29,9,34,yes
,,8/21/2014,34,25,31,7,6,200,Moderate or heavy rain shower,9,78,9,1009,27,34,24,29,10,34,yes
,,8/22/2014,35,26,31,7,5,166,Patchy light rain with thunder,2.5,76,10,1009,18,35,25,30,7,35,yes
,,8/23/2014,36,26,32,7,4,180,Patchy rain possible,4.9,74,10,1009,27,36,24,30,7,36,maybe
,,8/24/2014,35,26,31,7,5,239,Moderate or heavy rain shower,27,79,8,1008,39,35,25,29,8,35,yes
,,8/25/2014,33,26,29,6,6,259,Patchy light rain with thunder,16.6,82,9,1008,60,33,25,28,9,33,yes
,,8/26/2014,30,26,28,6,7,248,Light rain shower,5.3,84,10,1008,49,32,24,27,9,32,yes
,,8/27/2014,32,25,28,6,7,215,Overcast,2.6,84,8,1007,56,31,24,27,10,31,no
,,8/28/2014,28,25,27,6,8,203,Light rain shower,1.8,87,8,1008,66,30,24,26,12,30,yes
,,8/29/2014,31,24,28,6,7,212,Moderate or heavy rain shower,6.5,86,8,1009,63,30,24,27,10,30,yes
,,8/30/2014,32,24,28,6,9,257,Moderate or heavy rain shower,4.2,84,7,1009,54,30,24,27,12,30,yes
,,8/31/2014,32,24,29,6,7,253,Moderate or heavy rain shower,8.5,82,8,1007,42,31,24,27,11,31,yes
,,9/1/2014,31,24,28,6,10,228,Torrential rain shower,15.3,84,9,1008,47,31,24,27,13,31,yes
,,9/2/2014,33,24,29,6,7,220,Moderate or heavy rain shower,3,79,10,1009,23,32,23,28,10,32,yes
,,9/3/2014,33,25,30,6,7,241,Light rain shower,1.6,77,10,1010,29,33,24,28,11,33,yes
,,9/4/2014,33,25,30,7,8,272,Light rain shower,3.8,77,9,1008,31,33,24,28,11,33,yes
,,9/5/2014,31,25,28,6,7,286,Moderate or heavy rain shower,4.9,83,9,1007,53,32,24,27,10,32,yes
,,9/6/2014,32,25,28,6,6,265,Moderate or heavy rain shower,17.1,85,9,1007,59,32,24,27,10,32,yes
,,9/7/2014,30,25,27,6,11,250,Light rain shower,8.2,86,9,1009,58,30,24,26,16,30,yes
,,9/8/2014,30,24,28,6,12,247,Moderate or heavy rain shower,12.6,84,8,1009,64,30,24,27,17,30,yes
,,9/9/2014,33,24,29,6,9,225,Moderate or heavy rain shower,9.2,83,8,1008,43,32,24,28,13,32,yes
,,9/10/2014,31,25,28,6,10,232,Torrential rain shower,16,86,7,1009,53,32,25,27,15,32,yes
,,9/11/2014,32,25,29,6,8,246,Light rain shower,7.9,82,10,1009,58,32,24,28,13,32,yes
,,9/12/2014,30,25,28,6,11,248,Moderate or heavy rain shower,26,87,8,1008,40,31,25,27,16,31,yes
,,9/13/2014,31,25,28,6,9,244,Moderate or heavy rain shower,17.8,85,8,1009,62,32,25,28,13,32,yes
,,9/14/2014,33,26,29,6,11,247,Torrential rain shower,21.7,82,8,1007,42,33,24,28,17,33,yes
,,9/15/2014,31,25,28,6,12,235,Moderate or heavy rain shower,13.9,87,9,1006,57,31,24,27,18,31,yes
,,9/16/2014,27,25,26,6,15,221,Light rain shower,6.2,91,8,1005,68,29,24,26,22,29,yes
,,9/17/2014,32,24,28,6,11,208,Torrential rain shower,18,84,7,1008,50,31,24,27,16,31,yes
,,9/18/2014,33,24,30,8,5,221,Partly cloudy,0.8,77,10,1010,28,33,24,29,6,33,no
,,9/19/2014,35,26,31,7,4,255,Patchy light rain with thunder,3.9,79,10,1009,29,35,25,29,7,35,yes
,,9/20/2014,34,26,31,7,7,211,Moderate or heavy rain shower,4.8,79,9,1008,24,35,25,29,10,35,yes
,,9/21/2014,33,25,30,6,10,222,Moderate or heavy rain shower,12,81,8,1010,25,33,25,28,15,33,yes
,,9/22/2014,33,25,30,7,8,229,Patchy rain possible,5.4,78,9,1010,22,33,24,29,11,33,maybe
,,9/23/2014,34,25,30,7,8,211,Light rain shower,3.8,77,10,1009,30,33,24,28,12,33,yes
,,9/24/2014,35,25,31,7,8,213,Patchy rain possible,3.8,79,10,1010,20,34,24,29,11,34,maybe
,,9/25/2014,34,25,30,7,5,198,Moderate or heavy rain shower,16.2,81,9,1011,43,34,25,29,8,34,yes
,,9/26/2014,34,25,31,7,4,171,Torrential rain shower,26.4,79,7,1011,36,34,25,29,7,34,yes
,,9/27/2014,33,25,29,6,6,122,Torrential rain shower,38.5,84,7,1011,47,33,25,28,10,33,yes
,,9/28/2014,32,25,29,6,8,136,Moderate or heavy rain shower,7.7,84,9,1010,35,32,25,28,12,32,yes
,,9/29/2014,34,25,30,7,5,134,Patchy rain possible,4.8,81,8,1010,28,33,24,28,8,33,maybe
,,9/30/2014,34,25,30,6,8,130,Patchy rain possible,7.6,79,9,1010,30,32,24,28,12,32,maybe
,,10/1/2014,31,25,29,7,8,105,Partly cloudy,1.8,82,10,1010,24,31,24,27,10,31,no
,,10/2/2014,33,25,30,7,5,123,Patchy rain possible,3.7,80,9,1009,23,33,24,28,8,33,maybe
,,10/3/2014,34,25,31,7,5,169,Patchy rain possible,2.4,76,10,1008,35,33,24,29,8,33,maybe
,,10/4/2014,34,25,31,7,4,187,Moderate or heavy rain shower,8.5,77,10,1008,37,34,24,29,6,34,yes
,,10/5/2014,33,25,30,6,7,130,Moderate or heavy rain shower,4.9,81,10,1008,46,33,24,28,10,33,yes
,,10/6/2014,33,24,29,6,5,190,Torrential rain shower,21.8,85,7,1009,43,32,24,27,9,32,yes
,,10/7/2014,32,24,29,6,6,179,Light rain shower,2.7,81,9,1009,53,31,24,27,8,31,yes
,,10/8/2014,32,24,28,6,9,297,Light rain shower,5.9,83,10,1010,72,31,24,27,13,31,yes
,,10/9/2014,30,24,28,6,8,202,Light rain shower,8.8,84,9,1010,39,30,23,27,11,30,yes
,,10/10/2014,33,24,29,6,5,211,Moderate or heavy rain shower,13.3,81,9,1008,29,32,24,27,8,32,yes
,,10/11/2014,33,24,29,6,7,117,Moderate or heavy rain shower,10.2,83,9,1009,25,32,24,27,11,32,yes
,,10/12/2014,34,24,29,6,7,117,Patchy rain possible,4.4,81,10,1010,20,31,24,27,11,31,maybe
,,10/13/2014,32,24,29,6,6,93,Patchy rain possible,5,80,9,1011,27,32,24,28,9,32,maybe
,,10/14/2014,33,24,30,6,5,96,Light rain shower,3.1,78,10,1011,27,33,24,28,8,33,yes
,,10/15/2014,33,25,30,7,4,204,Light rain shower,4.1,78,10,1011,42,33,24,28,5,33,yes
,,10/16/2014,34,25,30,7,3,103,Moderate or heavy rain shower,11,78,9,1010,47,33,24,29,6,33,yes
,,10/17/2014,34,25,30,6,5,162,Light rain shower,5.3,80,10,1009,43,33,24,28,8,33,yes
,,10/18/2014,33,25,30,6,5,83,Torrential rain shower,22.2,81,8,1009,29,33,24,28,9,33,yes
,,10/19/2014,33,25,29,7,8,91,Partly cloudy,0.6,81,10,1010,34,32,24,28,12,32,no
,,10/20/2014,34,25,30,7,5,131,Moderate or heavy rain shower,14.1,81,9,1010,27,34,25,28,8,34,yes
,,10/21/2014,33,25,30,6,6,109,Moderate or heavy rain shower,15.1,82,9,1011,32,34,25,28,9,34,yes
,,10/22/2014,33,25,30,6,7,111,Moderate or heavy rain shower,18.4,82,8,1011,37,33,25,28,11,33,yes
,,10/23/2014,32,25,29,6,6,106,Moderate or heavy rain shower,20.5,85,8,1011,56,32,25,27,9,32,yes
,,10/24/2014,33,25,29,6,6,148,Moderate or heavy rain shower,9,83,9,1011,56,32,24,27,10,32,yes
,,10/25/2014,32,25,29,6,8,128,Patchy rain possible,2.9,84,10,1011,28,32,24,28,12,32,maybe
,,10/26/2014,34,25,30,6,6,109,Moderate or heavy rain shower,7.1,82,8,1012,21,33,25,28,9,33,yes
,,10/27/2014,33,24,30,6,4,98,Moderate or heavy rain shower,7.9,81,9,1011,42,33,25,28,6,33,yes
,,10/28/2014,33,25,30,7,5,123,Moderate or heavy rain shower,23.8,82,9,1010,23,34,25,28,8,34,yes
,,10/29/2014,34,26,30,7,5,106,Patchy rain possible,2.1,79,9,1010,15,34,25,29,7,34,maybe
,,10/30/2014,32,25,29,6,5,125,Moderate or heavy rain shower,12.7,84,9,1009,53,32,24,27,8,32,yes
,,10/31/2014,33,25,30,6,6,81,Moderate or heavy rain shower,8.4,81,9,1008,34,33,24,28,9,33,yes
,,11/1/2014,34,25,30,7,8,106,Patchy rain possible,0.3,77,10,1008,21,33,24,29,12,33,maybe
,,11/2/2014,33,26,30,6,6,134,Moderate or heavy rain shower,10.4,81,9,1009,32,33,25,28,9,33,yes
,,11/3/2014,32,25,29,6,5,211,Light rain shower,5,82,10,1011,37,32,24,28,8,32,yes
,,11/4/2014,31,25,28,6,5,229,Light rain shower,2.7,85,10,1011,57,32,25,27,8,32,yes
,,11/5/2014,33,24,30,6,6,220,Patchy rain possible,3.7,82,8,1011,25,32,24,28,9,32,maybe
,,11/6/2014,34,25,31,7,4,140,Patchy rain possible,1.6,78,10,1011,19,34,24,29,7,34,maybe
,,11/7/2014,32,25,29,6,11,88,Patchy rain possible,3.3,79,10,1010,32,32,24,28,17,32,maybe
,,11/8/2014,33,25,30,6,10,100,Patchy rain possible,2,78,10,1011,17,32,23,28,15,32,maybe
,,11/9/2014,33,24,30,6,8,95,Patchy rain possible,1.8,79,10,1011,14,32,23,28,12,32,maybe
,,11/10/2014,34,24,30,6,6,105,Patchy rain possible,1.4,79,10,1010,18,32,24,28,9,32,maybe
,,11/11/2014,33,25,30,6,5,130,Light rain shower,4.5,79,10,1010,31,32,24,28,8,32,yes
,,11/12/2014,33,25,30,6,5,158,Patchy rain possible,3.1,79,10,1010,22,33,24,28,8,33,maybe
,,11/13/2014,33,25,30,6,5,85,Patchy rain possible,2.6,79,10,1011,25,32,24,28,8,32,maybe
,,11/14/2014,34,24,30,7,5,138,Sunny,0,74,10,1011,20,32,23,28,8,32,no
,,11/15/2014,34,24,30,7,6,104,Patchy rain possible,1.7,76,10,1010,16,32,23,28,10,32,maybe
,,11/16/2014,33,24,30,7,5,112,Partly cloudy,0,75,10,1010,15,32,23,28,8,32,no
,,11/17/2014,33,24,30,7,5,118,Partly cloudy,0.1,75,10,1010,31,32,23,28,7,32,no
,,11/18/2014,33,24,29,7,6,101,Partly cloudy,0.2,71,10,1011,34,31,22,28,8,31,no
,,11/19/2014,33,23,29,6,6,68,Light rain shower,1.9,73,10,1011,35,30,22,27,9,30,yes
,,11/20/2014,33,24,29,6,5,164,Patchy rain possible,1.4,76,10,1010,38,31,23,28,7,31,maybe
,,11/21/2014,32,24,29,6,6,85,Torrential rain shower,7.6,78,9,1009,40,32,23,28,10,32,yes
,,11/22/2014,32,24,29,6,5,91,Moderate or heavy rain shower,3.5,80,10,1010,36,33,24,28,8,33,yes
,,11/23/2014,32,24,29,6,5,84,Patchy rain possible,1.5,82,10,1010,27,33,25,28,8,33,maybe
,,11/24/2014,32,24,29,6,4,170,Moderate or heavy rain shower,4.1,82,9,1009,31,34,25,28,7,34,yes
,,11/25/2014,32,25,29,7,6,140,Partly cloudy,7.9,80,10,1009,27,33,25,28,9,33,no
,,11/26/2014,32,24,29,6,5,85,Torrential rain shower,8.6,82,9,1008,39,32,24,28,7,32,yes
,,11/27/2014,32,24,29,6,4,137,Moderate or heavy rain shower,2.8,81,10,1009,26,33,25,28,7,33,yes
,,11/28/2014,32,24,29,6,6,249,Patchy rain possible,1.8,81,10,1009,19,34,25,28,9,34,maybe
,,11/29/2014,32,24,29,7,8,273,Partly cloudy,0.1,79,10,1008,23,33,24,28,11,33,no
,,11/30/2014,30,24,28,6,10,257,Patchy rain possible,0.9,81,9,1007,27,31,24,27,14,31,maybe
,,12/1/2014,31,24,29,6,5,208,Light rain shower,0.9,75,10,1008,33,32,23,28,8,32,yes
,,12/2/2014,32,25,29,6,8,132,Patchy rain possible,1.1,82,10,1009,40,32,24,28,11,32,maybe
,,12/3/2014,31,24,28,6,8,143,Moderate or heavy rain shower,4,83,10,1010,40,31,24,27,12,31,yes
,,12/4/2014,31,24,29,6,7,98,Light rain shower,1.4,82,10,1011,34,32,24,28,12,32,yes
,,12/5/2014,32,24,29,6,7,110,Patchy rain possible,0.7,79,10,1012,22,32,24,28,10,32,maybe
,,12/6/2014,31,24,28,6,5,193,Moderate or heavy rain shower,4.4,82,10,1011,37,32,24,28,7,32,yes
,,12/7/2014,31,24,28,6,5,127,Patchy rain possible,1.5,83,10,1010,42,32,24,27,8,32,maybe
,,12/8/2014,31,23,28,6,4,146,Patchy rain possible,0.7,79,10,1011,22,31,23,27,7,31,maybe
,,12/9/2014,31,23,28,7,6,151,Partly cloudy,0.5,77,10,1012,20,30,22,27,10,30,no
,,12/10/2014,31,21,27,7,9,175,Sunny,0,73,10,1011,11,29,21,26,13,29,no
,,12/11/2014,32,23,28,6,11,55,Patchy rain possible,0.9,73,10,1010,26,30,21,27,17,30,maybe
,,12/12/2014,29,22,26,6,13,21,Light rain,2,83,10,1011,42,27,22,25,19,27,yes
,,12/13/2014,31,23,28,6,8,71,Moderate or heavy rain shower,4.4,82,8,1012,34,30,23,27,12,30,yes
,,12/14/2014,31,22,27,7,6,180,Partly cloudy,0,76,10,1012,17,30,22,27,9,30,no
,,12/15/2014,31,22,28,7,5,143,Sunny,0,75,10,1011,14,31,23,28,7,31,no
,,12/16/2014,31,24,28,6,9,62,Patchy rain possible,1.9,79,9,1011,29,30,23,27,13,30,maybe
,,12/17/2014,31,22,27,6,12,58,Cloudy,0,76,10,1012,43,28,21,26,17,28,no
,,12/18/2014,29,21,26,7,10,68,Partly cloudy,1.5,72,10,1013,46,27,20,25,15,27,no
,,12/19/2014,32,21,27,6,6,76,Light rain shower,1.7,80,9,1013,53,29,22,26,10,29,yes
,,12/20/2014,31,23,28,6,5,251,Patchy rain possible,1.6,78,10,1011,42,30,22,27,7,30,maybe
,,12/21/2014,32,23,28,6,5,80,Patchy rain possible,1.3,78,10,1010,25,31,23,27,8,31,maybe
,,12/22/2014,31,23,28,7,10,35,Partly cloudy,0.1,73,10,1010,30,29,21,27,15,29,no
,,12/23/2014,31,21,27,6,7,93,Cloudy,0,71,10,1010,33,29,20,26,10,29,no
,,12/24/2014,32,24,29,7,6,135,Partly cloudy,0,71,10,1011,39,31,22,28,10,31,no
,,12/25/2014,32,25,29,6,6,81,Patchy rain possible,0.8,72,10,1010,28,32,23,29,9,32,maybe
,,12/26/2014,33,25,29,6,5,78,Moderate or heavy rain shower,5.2,75,10,1009,30,33,24,29,8,33,yes
,,12/27/2014,32,24,29,6,4,102,Patchy rain possible,0.7,77,10,1010,28,32,24,28,6,32,maybe
,,12/28/2014,32,24,28,6,6,38,Patchy rain possible,0.5,75,10,1011,31,31,22,28,9,31,maybe
,,12/29/2014,30,22,27,7,7,122,Partly cloudy,0,73,10,1011,22,29,21,27,9,29,no
,,12/30/2014,29,22,26,7,6,147,Partly cloudy,0,71,10,1011,22,28,20,26,8,28,no
,,12/31/2014,28,21,25,7,5,255,Partly cloudy,0,75,10,1012,19,27,20,25,6,27,no
